index,Datetime,Close,position_id,entry_signal,exit_signal
0,2024-09-10T13:30:00.000000,218.38999938964844,,,
1,2024-09-10T13:35:00.000000,217.30999755859375,,,
2,2024-09-10T13:40:00.000000,217.29989624023438,,,
3,2024-09-10T13:45:00.000000,217.13999938964844,,,
4,2024-09-10T13:50:00.000000,217.14999389648438,,,
5,2024-09-10T13:55:00.000000,217.51499938964844,,,
6,2024-09-10T14:00:00.000000,218.21499633789062,,,
7,2024-09-10T14:05:00.000000,219.19000244140625,,,
8,2024-09-10T14:10:00.000000,218.39999389648438,,,
9,2024-09-10T14:15:00.000000,218.85000610351562,,,
10,2024-09-10T14:20:00.000000,218.86000061035156,,,
11,2024-09-10T14:25:00.000000,219.77999877929688,,,
12,2024-09-10T14:30:00.000000,219.52099609375,,,
13,2024-09-10T14:35:00.000000,219.65499877929688,,,
14,2024-09-10T14:40:00.000000,219.02000427246094,,,
15,2024-09-10T14:45:00.000000,218.91000366210938,,,
16,2024-09-10T14:50:00.000000,219.1199951171875,,,
17,2024-09-10T14:55:00.000000,219.15989685058594,,,
18,2024-09-10T15:00:00.000000,219.10000610351562,,,
19,2024-09-10T15:05:00.000000,219.4600067138672,,,
20,2024-09-10T15:10:00.000000,219.74000549316406,,,
21,2024-09-10T15:15:00.000000,219.77999877929688,,,
22,2024-09-10T15:20:00.000000,219.91319274902344,,,
23,2024-09-10T15:25:00.000000,219.9499969482422,,,
24,2024-09-10T15:30:00.000000,220.02479553222656,,,
25,2024-09-10T15:35:00.000000,219.7899932861328,,,
26,2024-09-10T15:40:00.000000,219.86000061035156,,,
27,2024-09-10T15:45:00.000000,219.3300018310547,,,
28,2024-09-10T15:50:00.000000,218.5399932861328,,,
29,2024-09-10T15:55:00.000000,218.33999633789062,,,
30,2024-09-10T16:00:00.000000,218.1649932861328,,,
31,2024-09-10T16:05:00.000000,218.63999938964844,,,
32,2024-09-10T16:10:00.000000,218.43260192871094,,,
33,2024-09-10T16:15:00.000000,218.47000122070312,,,
34,2024-09-10T16:20:00.000000,218.50999450683594,,false,
35,2024-09-10T16:25:00.000000,218.5399932861328,,false,
36,2024-09-10T16:30:00.000000,218.89999389648438,,,
37,2024-09-10T16:35:00.000000,218.9499969482422,,,
38,2024-09-10T16:40:00.000000,219.4241943359375,,,
39,2024-09-10T16:45:00.000000,219.30999755859375,,,
40,2024-09-10T16:50:00.000000,219.85260009765625,,,
41,2024-09-10T16:55:00.000000,219.5460968017578,,,
42,2024-09-10T17:00:00.000000,219.8675994873047,,,
43,2024-09-10T17:05:00.000000,219.84500122070312,,,
44,2024-09-10T17:10:00.000000,220.53500366210938,,,
45,2024-09-10T17:15:00.000000,220.4499969482422,,,
46,2024-09-10T17:20:00.000000,220.41419982910156,,,
47,2024-09-10T17:25:00.000000,220.27000427246094,,,
48,2024-09-10T17:30:00.000000,220.41000366210938,,,
49,2024-09-10T17:35:00.000000,220.4600067138672,,,
50,2024-09-10T17:40:00.000000,220.6300048828125,,,
51,2024-09-10T17:45:00.000000,220.74710083007812,,,
52,2024-09-10T17:50:00.000000,220.75999450683594,,,
